datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-01-05 04:00:00,4,0,1,2,0.98,0.94,85,51.4184,68,809,877
2011-01-05 05:00:00,4,0,1,1,0.98,0.9978,56,19.2777,16,77,93
2011-01-05 06:00:00,4,0,1,2,0.14,0.1212,11,44.9536,287,156,443
2011-01-05 07:00:00,4,0,1,2,0.49,0.4897,65,20.8599,328,488,816
2011-01-05 08:00:00,4,0,1,3,0.07,0.0952,7,36.1914,204,48,252
2011-01-05 09:00:00,4,0,1,2,0.37,0.3383,80,3.4506,103,780,883
2011-01-05 10:00:00,4,0,1,2,0.09,0.0478,3,43.9081,109,419,528
2011-01-05 11:00:00,4,0,1,1,0.18,0.1677,43,55.5061,212,551,763
2011-01-05 12:00:00,4,0,1,1,0.89,0.8562,64,30.18,270,114,384
2011-01-05 13:00:00,4,1,0,2,0.85,0.851,5,52.2224,15,405,420
2011-01-05 14:00:00,4,0,1,1,0.86,0.8653,61,48.8725,247,786,1033
2011-01-05 15:00:00,4,0,1,1,0.05,0.0111,39,0.6458,363,577,940
2011-01-05 16:00:00,4,0,1,1,0.58,0.6093,85,5.0172,52,43,95
2011-01-05 17:00:00,4,0,1,1,0.78,0.7323,34,24.4342,160,183,343
2011-01-05 18:00:00,4,0,1,2,0.7,0.6844,49,14.8125,107,248,355
2011-01-05 19:00:00,4,0,1,1,0.51,0.4647,39,22.5327,294,150,444
2011-01-05 20:00:00,4,0,1,1,0.14,0.1607,10,28.5938,109,278,387
2011-01-05 21:00:00,4,0,1,1,0.78,0.8179,65,26.7442,124,185,309
2011-01-05 22:00:00,4,0,1,1,0.89,0.8748,17,9.0903,45,342,387
2011-01-05 23:00:00,4,0,1,1,0.28,0.2628,72,8.3114,206,495,701
2011-01-06 00:00:00,4,0,1,2,0.55,0.5694,69,23.1618,323,172,495
2011-01-06 01:00:00,4,0,1,2,0.5,0.5372,33,38.6911,248,787,1035
2011-01-06 02:00:00,4,0,1,1,0.74,0.7787,11,33.1116,228,352,580
2011-01-06 03:00:00,4,0,1,1,0.93,0.9384,20,4.817,324,622,946
2011-01-06 04:00:00,4,0,1,1,0.46,0.4694,59,15.8345,352,258,610
2011-01-06 05:00:00,4,0,1,3,0.47,0.4819,89,23.2208,347,729,1076
2011-01-06 06:00:00,4,0,1,2,0.24,0.2408,9,18.6149,263,633,896
2011-01-06 07:00:00,4,0,1,2,0.2,0.2031,15,25.0314,21,195,216
2011-01-06 08:00:00,4,0,1,1,0.06,0.0195,78,24.579,271,687,958
2011-01-06 09:00:00,4,0,1,1,0.82,0.8683,22,46.6438,107,824,931
2011-01-06 10:00:00,4,0,1,2,0.41,0.3662,20,46.7216,288,465,753
2011-01-06 11:00:00,4,0,1,1,0.09,0.088,60,52.6378,105,714,819
2011-01-06 12:00:00,4,0,1,2,0.56,0.5885,42,29.3246,364,871,1235
2011-01-06 13:00:00,4,0,1,1,0.35,0.3583,15,15.4796,260,327,587
2011-01-06 14:00:00,4,0,1,2,0.97,0.9296,57,38.7514,234,112,346
2011-01-06 15:00:00,4,0,1,1,0.46,0.4655,10,42.7937,311,515,826
2011-01-06 16:00:00,4,0,1,1,0.12,0.1605,83,19.5336,21,358,379
2011-01-06 17:00:00,4,0,1,2,0.65,0.6622,20,46.1742,258,272,530
2011-01-06 18:00:00,4,0,1,1,0.8,0.8279,15,38.8684,105,20,125
2011-01-06 19:00:00,4,0,1,1,0.59,0.5862,74,54.3338,363,126,489
2011-01-06 20:00:00,4,0,1,2,0.78,0.7612,32,19.3369,2,863,865
2011-01-06 21:00:00,4,0,1,1,0.31,0.28,85,51.6619,326,693,1019
2011-01-06 22:00:00,4,0,1,2,0.54,0.5749,88,19.4674,139,848,987
2011-01-06 23:00:00,4,0,1,3,0.83,0.8507,32,48.5236,366,435,801
2011-01-07 00:00:00,4,0,1,1,0.09,0.0578,97,18.3606,202,519,721
2011-01-07 01:00:00,4,0,1,2,0.27,0.2752,14,50.8802,64,37,101
2011-01-07 02:00:00,4,0,1,2,0.63,0.651,64,0.9462,68,34,102
2011-01-07 03:00:00,4,0,1,1,0.52,0.5268,3,22.6854,191,316,507
2011-01-07 04:00:00,4,0,1,2,0.77,0.8149,80,2.8077,150,561,711
2011-01-07 05:00:00,4,0,1,1,0.19,0.1585,91,22.8183,179,194,373
2011-01-07 06:00:00,4,0,1,1,0.85,0.8714,31,23.6143,82,360,442
2011-01-07 07:00:00,4,0,1,4,0.63,0.6417,7,50.8386,135,556,691
2011-01-07 08:00:00,4,0,1,1,0.22,0.2619,35,44.7875,76,787,863
2011-01-07 09:00:00,4,0,1,1,0.08,0.1163,99,14.9265,173,142,315
2011-01-07 10:00:00,4,0,1,1,0.98,0.9948,82,46.7748,140,691,831
2011-01-07 11:00:00,4,0,1,1,0.46,0.4536,55,10.1628,23,810,833
2011-01-07 12:00:00,4,0,1,1,0.28,0.2464,87,38.7792,202,604,806
2011-01-07 13:00:00,4,0,1,1,0.2,0.2303,2,15.5334,95,225,320
2011-01-07 14:00:00,4,0,1,1,0.26,0.2924,13,54.1472,2,285,287
2011-01-07 15:00:00,4,0,1,1,0.5,0.4862,95,52.2848,155,783,938
2011-01-07 16:00:00,4,0,1,2,0.86,0.8326,75,16.9008,38,502,540
2011-01-07 17:00:00,4,0,1,1,0.22,0.2632,94,1.6463,206,592,798
2011-01-07 18:00:00,4,0,1,1,0.38,0.3769,33,36.2495,133,116,249
2011-01-07 19:00:00,4,0,1,1,0.8,0.8236,94,9.1117,238,849,1087
2011-01-07 20:00:00,4,0,1,2,0.67,0.6822,35,6.5824,157,760,917
2011-01-07 21:00:00,4,0,1,2,0.05,0.07,95,50.8032,186,630,816
2011-01-07 22:00:00,4,0,1,1,0.27,0.2219,34,31.5673,41,363,404
2011-01-07 23:00:00,4,0,1,1,0.14,0.1526,31,52.3037,187,106,293
2011-01-08 00:00:00,4,0,0,1,0.06,0.065,79,14.8149,257,25,282
2011-01-08 01:00:00,4,0,0,1,0.95,0.9753,0,18.5999,118,252,370
2011-01-08 02:00:00,4,0,0,2,0.63,0.6738,51,52.46,310,707,1017
2011-01-08 03:00:00,4,1,0,2,0.55,0.583,12,24.9512,84,12,96
2011-01-08 04:00:00,4,0,0,1,0.86,0.8542,74,13.1008,115,778,893
2011-01-08 05:00:00,4,0,0,2,0.6,0.6096,74,23.2498,298,109,407
2011-01-08 06:00:00,4,0,0,2,0.59,0.5639,24,19.6575,161,178,339
2011-01-08 07:00:00,4,0,0,2,0.22,0.1702,63,44.1114,153,693,846
2011-01-08 08:00:00,4,0,0,3,0.63,0.5945,4,23.0192,298,407,705
2011-01-08 09:00:00,4,0,0,3,0.67,0.6272,62,4.3129,296,345,641
2011-01-08 10:00:00,4,0,0,1,0.88,0.905,84,33.9131,356,786,1142
2011-01-08 11:00:00,4,0,0,1,0.44,0.4088,98,49.7678,208,93,301
2011-01-08 12:00:00,4,0,0,1,0.22,0.1811,75,51.1193,147,370,517
2011-01-08 13:00:00,4,0,0,1,0.58,0.5585,51,27.0047,117,617,734
2011-01-08 14:00:00,4,0,0,1,0.97,1.0134,45,0.7343,105,162,267
2011-01-08 15:00:00,4,0,0,1,0.09,0.0675,76,33.6345,207,48,255
2011-01-08 16:00:00,4,0,0,2,0.02,0.0357,66,26.1958,295,350,645
2011-01-08 17:00:00,4,0,0,1,0.06,0.0934,75,52.7255,241,179,420
2011-01-08 18:00:00,4,0,0,1,0.83,0.8629,46,49.6119,227,114,341
2011-01-08 19:00:00,4,0,0,1,0.02,0.0644,33,50.3829,129,122,251
2011-01-08 20:00:00,4,0,0,1,0.24,0.2262,19,43.8344,352,810,1162
2011-01-08 21:00:00,4,0,0,2,0.98,0.9788,38,13.988,266,821,1087
2011-01-08 22:00:00,4,0,0,3,0.75,0.7238,51,32.2801,161,187,348
2011-01-08 23:00:00,4,0,0,2,0.23,0.1865,49,47.3823,39,465,504
2011-01-09 00:00:00,4,0,0,1,0.24,0.2878,67,44.0389,141,841,982
2011-01-09 01:00:00,4,0,0,2,0.47,0.5067,40,46.1322,140,865,1005
2011-01-09 02:00:00,4,0,0,2,0.09,0.0715,42,26.7442,297,375,672
2011-01-09 03:00:00,4,0,0,1,0.66,0.689,48,14.8821,215,624,839
2011-01-09 04:00:00,4,0,0,1,0.51,0.543,70,3.5319,268,677,945
2011-01-09 05:00:00,4,0,0,1,0.43,0.4045,46,15.5957,7,572,579
2011-01-09 06:00:00,4,0,0,1,0.5,0.5434,56,1.0932,333,178,511
2011-01-09 07:00:00,4,0,0,2,0.29,0.272,66,18.2832,81,281,362
2011-01-09 08:00:00,4,1,0,2,0.23,0.2368,45,53.3403,221,215,436
2011-01-09 09:00:00,4,0,0,1,0.09,0.1198,40,14.9848,282,705,987
2011-01-09 10:00:00,4,0,0,1,0.63,0.639,76,52.0981,62,740,802
2011-01-09 11:00:00,4,0,0,1,0.5,0.4759,28,54.4766,59,447,506
2011-01-09 12:00:00,4,1,0,2,0.72,0.7633,40,5.7593,167,11,178
2011-01-09 13:00:00,4,0,0,3,0.9,0.8503,84,45.4562,29,253,282
2011-01-09 14:00:00,4,0,0,2,0.99,0.9925,45,53.1341,324,371,695
2011-01-09 15:00:00,4,1,0,2,0.24,0.1945,24,11.7761,84,95,179
2011-01-09 16:00:00,4,0,0,1,0.18,0.1955,2,21.563,303,753,1056
2011-01-09 17:00:00,4,1,0,1,0.91,0.8642,29,46.9269,182,68,250
2011-01-09 18:00:00,4,0,0,1,0.41,0.3657,85,7.8757,128,765,893
2011-01-09 19:00:00,4,0,0,3,0.81,0.8093,1,31.3614,144,192,336
2011-01-09 20:00:00,4,0,0,2,0.15,0.1688,8,13.5191,124,725,849
2011-01-09 21:00:00,4,0,0,1,0.31,0.3021,57,42.8445,349,611,960
2011-01-09 22:00:00,4,0,0,1,0.03,0.0714,3,34.6492,201,478,679
2011-01-09 23:00:00,4,0,0,1,0.99,1.0327,71,34.5897,117,15,132
2011-01-10 00:00:00,4,0,1,1,0.03,0.0249,18,51.3082,210,261,471
2011-01-10 01:00:00,4,1,0,1,0.19,0.2002,84,37.6554,146,823,969
2011-01-10 02:00:00,4,0,1,3,0.57,0.6179,13,8.251,10,421,431
2011-01-10 03:00:00,4,0,1,2,0.85,0.8822,0,9.7416,242,725,967
2011-01-10 04:00:00,4,0,1,1,0.8,0.7634,19,15.3788,268,812,1080
2011-01-10 05:00:00,4,0,1,2,0.27,0.2271,82,2.1248,174,550,724
2011-01-10 06:00:00,4,0,1,1,0.88,0.8869,79,20.4419,245,608,853
2011-01-10 07:00:00,4,0,1,1,0.09,0.1243,73,21.4426,50,73,123
2011-01-10 08:00:00,4,0,1,1,0.35,0.3757,65,39.7303,311,470,781
2011-01-10 09:00:00,4,0,1,2,0.28,0.2927,64,18.3787,364,456,820
2011-01-10 10:00:00,4,0,1,1,0.66,0.6935,7,47.9658,284,65,349
2011-01-10 11:00:00,4,0,1,2,0.06,0.023,8,21.5151,291,390,681
2011-01-10 12:00:00,4,0,1,2,0.86,0.8571,38,55.9651,324,193,517
2011-01-10 13:00:00,4,0,1,2,0.96,0.9889,63,26.6043,280,87,367
2011-01-10 14:00:00,4,0,1,1,0.25,0.216,56,49.6947,67,811,878
2011-01-10 15:00:00,4,0,1,1,0.9,0.8873,81,12.3681,243,714,957
2011-01-10 16:00:00,4,0,1,1,0.91,0.9059,14,0.1955,227,374,601
2011-01-10 17:00:00,4,0,1,1,0.63,0.5875,79,28.7336,121,595,716
2011-01-10 18:00:00,4,0,1,2,0.52,0.4723,84,28.8349,216,79,295
2011-01-10 19:00:00,4,1,0,1,0.78,0.7808,24,53.4793,140,330,470
2011-01-10 20:00:00,4,0,1,1,0.53,0.5707,87,10.9362,322,263,585
2011-01-10 21:00:00,4,0,1,1,0.75,0.7103,15,11.0403,301,516,817
2011-01-10 22:00:00,4,0,1,2,0.11,0.0729,48,23.4892,87,432,519
2011-01-10 23:00:00,4,0,1,2,0.3,0.2558,72,28.987,355,339,694
2011-01-11 00:00:00,4,0,1,1,0.41,0.3962,78,35.9411,39,435,474
2011-01-11 01:00:00,4,0,1,3,0.22,0.2094,47,16.5072,226,362,588
2011-01-11 02:00:00,4,0,1,1,0.25,0.2983,76,14.8365,71,590,661
2011-01-11 03:00:00,4,0,1,3,0.77,0.8023,59,47.0673,201,621,822
2011-01-11 04:00:00,4,0,1,2,0.19,0.1766,60,27.7288,166,848,1014
2011-01-11 05:00:00,4,0,1,1,0.13,0.1181,43,52.1661,227,489,716
2011-01-11 06:00:00,4,0,1,1,0.29,0.2816,23,38.271,112,415,527
2011-01-11 07:00:00,4,0,1,1,0.18,0.189,50,3.497,329,140,469
2011-01-11 08:00:00,4,0,1,3,0.22,0.2576,32,6.0057,283,426,709
2011-01-11 09:00:00,4,0,1,1,0.79,0.763,11,48.6961,357,77,434
2011-01-11 10:00:00,4,0,1,1,0.45,0.4246,9,11.7964,256,392,648
2011-01-11 11:00:00,4,0,1,1,0.45,0.499,30,9.407,83,661,744
2011-01-11 12:00:00,4,0,1,2,0.53,0.5289,55,49.7078,219,17,236
2011-01-11 13:00:00,4,0,1,2,0.11,0.1284,3,53.4507,185,153,338
2011-01-11 14:00:00,4,0,1,1,0.99,1.0208,35,36.531,78,368,446
2011-01-11 15:00:00,4,0,1,1,0.85,0.8489,9,5.6883,352,451,803
2011-01-11 16:00:00,4,0,1,2,0.31,0.2616,66,1.2366,351,539,890
2011-01-11 17:00:00,4,0,1,3,0.08,0.105,21,33.5344,280,586,866
2011-01-11 18:00:00,4,0,1,1,0.62,0.6283,84,3.3012,358,208,566
2011-01-11 19:00:00,4,0,1,2,0.6,0.6378,37,30.7022,85,760,845
2011-01-11 20:00:00,4,0,1,1,0.32,0.3501,45,22.5024,331,455,786
2011-01-11 21:00:00,4,0,1,1,0.35,0.3395,66,1.829,128,652,780
2011-01-11 22:00:00,4,0,1,2,0.54,0.4943,28,53.4254,120,118,238
2011-01-11 23:00:00,4,0,1,2,0.88,0.885,50,0.5005,61,561,622
2011-01-12 00:00:00,4,0,1,1,0.13,0.1781,59,19.8335,297,273,570
2011-01-12 01:00:00,4,0,1,2,0.52,0.4871,58,45.1157,293,418,711
2011-01-12 02:00:00,4,0,1,2,0.45,0.4507,4,54.571,277,791,1068
2011-01-12 03:00:00,4,0,1,2,0.48,0.442,2,2.5292,364,269,633
2011-01-12 04:00:00,4,0,1,1,0.91,0.9539,63,53.2435,322,593,915
2011-01-12 05:00:00,4,0,1,2,0.55,0.5827,93,18.8421,59,745,804
2011-01-12 06:00:00,4,0,1,3,0.7,0.7037,46,8.8745,132,433,565
2011-01-12 07:00:00,4,0,1,1,0.91,0.9239,39,46.1237,66,707,773
2011-01-12 08:00:00,4,0,1,1,0.32,0.3346,7,35.9859,155,69,224
2011-01-12 09:00:00,4,0,1,1,0.37,0.4154,55,5.5583,112,618,730
2011-01-12 10:00:00,4,0,1,4,0.24,0.2871,76,34.6272,172,161,333
2011-01-12 11:00:00,4,0,1,1,0.66,0.6765,53,45.7295,235,632,867
2011-01-12 12:00:00,4,0,1,2,0.27,0.2494,83,30.7429,144,664,808
2011-01-12 13:00:00,4,0,1,1,0.25,0.2639,76,19.1878,188,224,412
2011-01-12 14:00:00,4,0,1,1,0.99,0.9956,5,11.9736,2,812,814
2011-01-12 15:00:00,4,0,1,1,0.7,0.7289,73,42.0287,334,0,334
2011-01-12 16:00:00,4,0,1,1,0.82,0.8563,52,22.3539,224,57,281
2011-01-12 17:00:00,4,0,1,1,0.97,0.9838,25,46.5883,239,216,455
2011-01-12 18:00:00,4,0,1,2,0.97,0.9717,69,42.7943,104,175,279
2011-01-12 19:00:00,4,1,0,1,0.35,0.3857,25,42.135,263,400,663
2011-01-12 20:00:00,4,0,1,1,0.53,0.5246,27,44.4606,102,438,540
2011-01-12 21:00:00,4,0,1,2,0.92,0.9177,75,31.1148,255,474,729
2011-01-12 22:00:00,4,0,1,1,0.05,0.0017,52,43.6577,30,36,66
2011-01-12 23:00:00,4,0,1,2,0.92,0.8772,60,49.2122,32,505,537
2011-01-13 00:00:00,4,0,1,1,0.86,0.853,39,16.8539,176,191,367
2011-01-13 01:00:00,4,0,1,1,0.48,0.4308,67,14.1001,288,741,1029
2011-01-13 02:00:00,4,0,1,1,0.53,0.5003,87,25.6912,281,403,684
2011-01-13 03:00:00,4,0,1,1,0.07,0.088,14,30.9565,50,673,723
2011-01-13 04:00:00,4,0,1,3,0.56,0.5729,87,1.5758,0,329,329
2011-01-13 05:00:00,4,0,1,1,0.14,0.1467,12,10.1796,267,183,450
2011-01-13 06:00:00,4,0,1,2,0.28,0.3125,66,1.2451,228,33,261
2011-01-13 07:00:00,4,0,1,1,0.81,0.7961,90,31.4555,295,22,317
2011-01-13 08:00:00,4,0,1,1,0.51,0.526,44,43.1826,235,459,694
2011-01-13 09:00:00,4,0,1,1,0.76,0.7745,78,46.2824,311,850,1161
2011-01-13 10:00:00,4,0,1,1,0.93,0.9459,25,31.273,350,682,1032
2011-01-13 11:00:00,4,0,1,1,0.19,0.2074,55,2.3043,156,287,443
2011-01-13 12:00:00,4,0,1,1,0.27,0.3002,22,33.0805,144,734,878
2011-01-13 13:00:00,4,0,1,1,0.6,0.6108,38,22.3642,9,833,842
2011-01-13 14:00:00,4,0,1,1,0.95,0.9876,96,47.5342,257,57,314
2011-01-13 15:00:00,4,0,1,2,0.78,0.7728,20,22.7673,155,476,631
2011-01-13 16:00:00,4,0,1,1,0.65,0.6973,13,40.2196,38,701,739
2011-01-13 17:00:00,4,0,1,1,0.69,0.6434,12,10.9055,224,371,595
2011-01-13 18:00:00,4,0,1,1,0.44,0.4034,31,51.7078,145,376,521
2011-01-13 19:00:00,4,0,1,1,0.42,0.3784,11,16.5352,69,422,491
2011-01-13 20:00:00,4,0,1,2,0.99,0.9838,62,0.3248,287,440,727
2011-01-13 21:00:00,4,0,1,1,0.86,0.8688,51,4.5678,340,468,808
2011-01-13 22:00:00,4,0,1,1,0.77,0.7643,73,12.8444,64,528,592
2011-01-13 23:00:00,4,0,1,2,0.73,0.701,21,9.2672,76,418,494
2011-01-14 00:00:00,4,0,1,1,0.58,0.5532,46,10.6656,93,513,606
2011-01-14 01:00:00,4,0,1,1,0.34,0.3707,24,32.4375,67,504,571
2011-01-14 02:00:00,4,0,1,1,0.44,0.3953,92,26.5082,133,145,278
2011-01-14 03:00:00,4,0,1,2,0.08,0.1292,70,39.8754,107,70,177
2011-01-14 04:00:00,4,0,1,1,0.11,0.1321,34,44.2587,124,155,279
2011-01-14 05:00:00,4,0,1,1,0.4,0.4421,92,28.9344,51,429,480
2011-01-14 06:00:00,4,0,1,1,0.13,0.0983,79,33.2016,243,644,887
2011-01-14 07:00:00,4,0,1,1,0.41,0.4159,71,43.4404,244,97,341
2011-01-14 08:00:00,4,1,0,2,0.23,0.2329,50,5.034,209,730,939
2011-01-14 09:00:00,4,0,1,3,0.36,0.3721,58,24.3026,200,18,218
2011-01-14 10:00:00,4,0,1,2,0.39,0.4178,72,29.5913,252,27,279
2011-01-14 11:00:00,4,0,1,1,0.8,0.8214,19,33.4817,122,759,881
